resource,amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,start-date,units,slug
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,0,other,P2019/2576/FUL-da,P2019/2576/FUL-IN,,2020-08-05,2020-03-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,0,other,P2019/2576/FUL-da,P2019/2576/FUL-CmN,,2020-08-05,2020-03-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,0,other,P2019/2576/FUL-da,P2019/2576/FUL-ON,,2020-08-05,2020-03-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,0,other,P2019/2576/FUL-da,P2019/2576/FUL-TS,,2020-08-05,2020-03-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,0,community-facilities,P2019/2576/FUL-da,P2019/2576/FUL-CFO,,2020-08-05,2020-03-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,0,other,P2019/2960/FUL-da,P2019/2960/FUL-CN,,2020-08-05,2020-03-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,5E+4,affordable-housing,P2019/2960/FUL-da,P2019/2960/FUL-AHCSS,,2020-08-05,2020-03-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1.5E+3,green-infrastructure,P2019/2960/FUL-da,P2019/2960/FUL-COCSS,,2020-08-05,2020-03-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2.0368E+5,affordable-housing,P2019/2991/S73-da,P2019/2991/S73-AHCM,,2020-08-05,2020-03-20,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,475002,economic-development,P2019/2991/S73-da,P2019/2991/S73-AWC,,2020-08-05,2020-03-20,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,8954.36,green-infrastructure,P2019/2991/S73-da,P2019/2991/S73-COCM,,2020-08-05,2020-03-20,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,8E+3,transport-and-travel,P2019/2991/S73-da,P2019/2991/S73-ABOP,,2020-08-05,2020-03-20,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,23192,economic-development,P2019/2991/S73-da,P2019/2991/S73-ETCont,,2020-08-05,2020-03-20,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1273,monitoring-fees,P2019/2991/S73-da,P2019/2991/S73-CCPMF,,2020-08-05,2020-03-20,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1E+4,economic-development,P2019/2991/S73-da,P2019/2991/S73-ETWP,,2020-08-05,2020-03-20,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,26562.66,neighbourhood-community-infrastructure-levy,P2016/0691/FUL-da,MC16/0691G/0625/1-ncil,,2020-06-19,2019-08-16,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1398.03,community-infrastructure-levy,P2016/0691/FUL-da,MC16/0691G/0625/1-admin,,2020-06-19,2019-08-16,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,272975.76,neighbourhood-community-infrastructure-levy,P2015/1958/FUL-da,MC15/1958B/6542/1-ncil,,2020-06-19,2020-03-27,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,14367.15,community-infrastructure-levy,P2015/1958/FUL-da,MC15/1958B/6542/1-admin,,2020-06-19,2020-03-27,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,7154.81,neighbourhood-community-infrastructure-levy,P2015/4162/FUL-da,MC15/4162N/4728/1-ncil,,2020-06-19,2019-08-09,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,376.57,community-infrastructure-levy,P2015/4162/FUL-da,MC15/4162N/4728/1-admin,,2020-06-19,2019-08-09,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,35914.29,neighbourhood-community-infrastructure-levy,P2016/3207/FUL-da,MC16/3207B/4423/1-ncil,,2020-06-19,2019-09-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1890.23,community-infrastructure-levy,P2016/3207/FUL-da,MC16/3207B/4423/1-admin,,2020-06-19,2019-09-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,18602.51,neighbourhood-community-infrastructure-levy,P2017/0556/FUL-da,MC17/0556B/0711/1-ncil,,2020-06-19,2019-11-06,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,979.08,community-infrastructure-levy,P2017/0556/FUL-da,MC17/0556B/0711/1-admin,,2020-06-19,2019-11-06,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,42499.58,neighbourhood-community-infrastructure-levy,P2016/2646/FUL-da,MC16/2646G/4714/1-ncil,,2020-06-19,2019-05-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2236.82,community-infrastructure-levy,P2016/2646/FUL-da,MC16/2646G/4714/1-admin,,2020-06-19,2019-05-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,14882.01,neighbourhood-community-infrastructure-levy,P2016/3191/FUL-da,MC16/3191E/6202/1-ncil,,2020-06-19,2019-07-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,783.26,community-infrastructure-levy,P2016/3191/FUL-da,MC16/3191E/6202/1-admin,,2020-06-19,2019-07-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,172287.87,neighbourhood-community-infrastructure-levy,P2017/0724/S73-da,MC17/0724A/0765/1-ncil,,2020-06-19,2020-02-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,9067.78,community-infrastructure-levy,P2017/0724/S73-da,MC17/0724A/0765/1-admin,,2020-06-19,2020-02-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,10264.17,neighbourhood-community-infrastructure-levy,P2015/3543/FUL-da,MC15/3543K/9194/1-ncil,,2020-06-19,2019-05-31,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,540.22,community-infrastructure-levy,P2015/3543/FUL-da,MC15/3543K/9194/1-admin,,2020-06-19,2019-05-31,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,284457.87,neighbourhood-community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/1-ncil,,2020-06-19,2019-11-07,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,14971.47,community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/1-admin,,2020-06-19,2019-11-07,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,170301.01,neighbourhood-community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/2-ncil,,2020-06-19,2019-11-07,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,8963.21,community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/2-admin,,2020-06-19,2019-11-07,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,28905.44,neighbourhood-community-infrastructure-levy,P2015/5283/FUL-da,MC15/5283M/4821/1-ncil,,2020-06-19,2019-08-09,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1521.34,community-infrastructure-levy,P2015/5283/FUL-da,MC15/5283M/4821/1-admin,,2020-06-19,2019-08-09,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,59042.22,neighbourhood-community-infrastructure-levy,P2017/1889/FUL-da,MC17/1889N/0128/1-ncil,,2020-06-19,2019-11-08,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,3107.49,community-infrastructure-levy,P2017/1889/FUL-da,MC17/1889N/0128/1-admin,,2020-06-19,2019-11-08,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,26467.08,neighbourhood-community-infrastructure-levy,P2017/2992/FUL-da,MC17/2992A/4950/1-ncil,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1393,community-infrastructure-levy,P2017/2992/FUL-da,MC17/2992A/4950/1-admin,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,22752.3,neighbourhood-community-infrastructure-levy,P2017/2787/FUL-da,MC17/2787Q/4971/1-ncil,,2020-06-19,2020-01-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1197.49,community-infrastructure-levy,P2017/2787/FUL-da,MC17/2787Q/4971/1-admin,,2020-06-19,2020-01-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,15056.02,neighbourhood-community-infrastructure-levy,P2016/2350/FUL-da,MC16/2350A/4026/1-ncil,,2020-06-19,2019-08-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,792.42,community-infrastructure-levy,P2016/2350/FUL-da,MC16/2350A/4026/1-admin,,2020-06-19,2019-08-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,28665.03,neighbourhood-community-infrastructure-levy,P2017/2961/FUL-da,MC17/2961A/0764/1-ncil,,2020-06-19,2020-01-29,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1508.69,community-infrastructure-levy,P2017/2961/FUL-da,MC17/2961A/0764/1-admin,,2020-06-19,2020-01-29,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,21150.42,neighbourhood-community-infrastructure-levy,P2016/0455/FUL-da,MC16/0455Q/8753/1-ncil,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1113.18,community-infrastructure-levy,P2016/0455/FUL-da,MC16/0455Q/8753/1-admin,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1514729.33,neighbourhood-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/1-ncil,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,79722.6,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/1-admin,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1514729.33,neighbourhood-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/2-ncil,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,79722.6,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/2-admin,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1560630.21,neighbourhood-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/3-ncil,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,82138.43,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/3-admin,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,15642.21,neighbourhood-community-infrastructure-levy,P2016/4928/FUL-da,MC16/4928R/9833/1-ncil,,2020-06-19,2019-08-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,823.27,community-infrastructure-levy,P2016/4928/FUL-da,MC16/4928R/9833/1-admin,,2020-06-19,2019-08-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,777873.44,neighbourhood-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/1-ncil,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,40940.71,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/1-admin,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,777873.44,neighbourhood-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/2-ncil,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,40940.71,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/2-admin,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,561000.82,neighbourhood-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/3-ncil,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,29526.36,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/3-admin,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,316952.43,neighbourhood-community-infrastructure-levy,P2018/1322/S73-da,MC18/1322B/4710/1-ncil,,2020-06-19,2020-01-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,16681.71,community-infrastructure-levy,P2018/1322/S73-da,MC18/1322B/4710/1-admin,,2020-06-19,2020-01-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,15800.21,neighbourhood-community-infrastructure-levy,P2018/3887/FUL-da,MC18/3887N/0730/1-ncil,,2020-06-19,2019-12-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,831.59,community-infrastructure-levy,P2018/3887/FUL-da,MC18/3887N/0730/1-admin,,2020-06-19,2019-12-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,284457.87,neighbourhood-community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/1-ncil,,2020-06-19,2019-06-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,14971.47,community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/1-admin,,2020-06-19,2019-06-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,38947.17,neighbourhood-community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/2-ncil,,2020-06-19,2019-06-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2049.85,community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/2-admin,,2020-06-19,2019-06-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,233792.54,neighbourhood-community-infrastructure-levy,P2018/1578/FUL-da,MC18/1578A/0672/1-ncil,,2020-06-19,2019-10-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,12304.87,community-infrastructure-levy,P2018/1578/FUL-da,MC18/1578A/0672/1-admin,,2020-06-19,2019-10-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,3792.05,neighbourhood-community-infrastructure-levy,P2018/4235/FUL-da,MC184235P/0264/1-ncil,,2020-06-19,2019-07-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,199.58,community-infrastructure-levy,P2018/4235/FUL-da,MC184235P/0264/1-admin,,2020-06-19,2019-07-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,21437.73,neighbourhood-community-infrastructure-levy,P2018/1671/FUL-da,MC18/1671B/0320/1-ncil,,2020-06-19,2019-12-17,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1128.3,community-infrastructure-levy,P2018/1671/FUL-da,MC18/1671B/0320/1-admin,,2020-06-19,2019-12-17,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,4582.06,neighbourhood-community-infrastructure-levy,P2018/4232/FUL-da,MC18/4232H/0476/1-ncil,,2020-06-19,2019-10-11,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,241.16,community-infrastructure-levy,P2018/4232/FUL-da,MC18/4232H/0476/1-admin,,2020-06-19,2019-10-11,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,17898.48,neighbourhood-community-infrastructure-levy,P2019/1603/FUL-da,MC19/1603A/0622/1-ncil,,2020-06-19,2020-01-15,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,942.03,community-infrastructure-levy,P2019/1603/FUL-da,MC19/1603A/0622/1-admin,,2020-06-19,2020-01-15,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,350840.19,neighbourhood-community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/1-ncil,,2020-06-19,2019-09-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,18465.27,community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/1-admin,,2020-06-19,2019-09-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,138991.58,neighbourhood-community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/2-ncil,,2020-06-19,2019-09-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,7315.35,community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/2-admin,,2020-06-19,2019-09-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,88481.18,neighbourhood-community-infrastructure-levy,P2019/0183/FUL-da,MC19/0183A/0666/1-ncil,,2020-06-19,2019-09-23,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,4656.9,community-infrastructure-levy,P2019/0183/FUL-da,MC19/0183A/0666/1-admin,,2020-06-19,2019-09-23,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,37617.14,neighbourhood-community-infrastructure-levy,P2019/0551/FUL-da,MC19/0551A/0693/1-ncil,,2020-06-19,2019-11-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1979.85,community-infrastructure-levy,P2019/0551/FUL-da,MC19/0551A/0693/1-admin,,2020-06-19,2019-11-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,17980.11,mayoral-community-infrastructure-levy,P2016/0691/FUL-da,MC16/0691G/0625/1-mcil,,2020-06-19,2019-08-16,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,749.17,community-infrastructure-levy,P2016/0691/FUL-da,MC16/0691G/0625/1-admin,,2020-06-19,2019-08-16,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,64271.54,mayoral-community-infrastructure-levy,P2015/1958/FUL-da,MC15/1958B/6542/1-mcil,,2020-06-19,2020-03-27,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2261.31,community-infrastructure-levy,P2015/1958/FUL-da,MC15/1958B/6542/1-admin,,2020-06-19,2020-03-27,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1549.78,mayoral-community-infrastructure-levy,P2015/4162/FUL-da,MC15/4162N/4728/1-mcil,,2020-06-19,2019-08-09,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,64.57,community-infrastructure-levy,P2015/4162/FUL-da,MC15/4162N/4728/1-admin,,2020-06-19,2019-08-09,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,24310.17,mayoral-community-infrastructure-levy,P2016/3207/FUL-da,MC16/3207B/4423/1-mcil,,2020-06-19,2019-09-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1012.92,community-infrastructure-levy,P2016/3207/FUL-da,MC16/3207B/4423/1-admin,,2020-06-19,2019-09-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,4029.42,mayoral-community-infrastructure-levy,P2017/0556/FUL-da,MC17/0556B/0711/1-mcil,,2020-06-19,2019-11-06,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,167.89,community-infrastructure-levy,P2017/0556/FUL-da,MC17/0556B/0711/1-admin,,2020-06-19,2019-11-06,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,9205.68,mayoral-community-infrastructure-levy,P2016/2646/FUL-da,MC16/2646G/4714/1-mcil,,2020-06-19,2019-05-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,383.56,community-infrastructure-levy,P2016/2646/FUL-da,MC16/2646G/4714/1-admin,,2020-06-19,2019-05-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,3223.54,mayoral-community-infrastructure-levy,P2016/3191/FUL-da,MC16/3191E/6202/1-mcil,,2020-06-19,2019-07-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,134.31,community-infrastructure-levy,P2016/3191/FUL-da,MC16/3191E/6202/1-admin,,2020-06-19,2019-07-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,53312.29,mayoral-community-infrastructure-levy,P2017/0724/S73-da,MC17/0724A/0765/1-mcil,,2020-06-19,2020-02-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2221.34,community-infrastructure-levy,P2017/0724/S73-da,MC17/0724A/0765/1-admin,,2020-06-19,2020-02-04,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2223.29,mayoral-community-infrastructure-levy,P2015/3543/FUL-da,MC15/3543K/9194/1-mcil,,2020-06-19,2019-05-31,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,92.63,community-infrastructure-levy,P2015/3543/FUL-da,MC15/3543K/9194/1-admin,,2020-06-19,2019-05-31,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,192547.84,mayoral-community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/1-mcil,,2020-06-19,2019-11-07,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,8022.82,community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/1-admin,,2020-06-19,2019-11-07,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,115275.74,mayoral-community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/2-mcil,,2020-06-19,2019-11-07,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,4803.15,community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/2-admin,,2020-06-19,2019-11-07,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,6261.1,mayoral-community-infrastructure-levy,P2015/5283/FUL-da,MC15/5283M/4821/1-mcil,,2020-06-19,2019-08-09,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,260.87,community-infrastructure-levy,P2015/5283/FUL-da,MC15/5283M/4821/1-admin,,2020-06-19,2019-08-09,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,34473.37,mayoral-community-infrastructure-levy,P2017/1889/FUL-da,MC17/1889N/0128/1-mcil,,2020-06-19,2019-11-08,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1436.39,community-infrastructure-levy,P2017/1889/FUL-da,MC17/1889N/0128/1-admin,,2020-06-19,2019-11-08,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,17915.41,mayoral-community-infrastructure-levy,P2017/2992/FUL-da,MC17/2992A/4950/1-mcil,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,746.47,community-infrastructure-levy,P2017/2992/FUL-da,MC17/2992A/4950/1-admin,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,5529.6,mayoral-community-infrastructure-levy,P2017/2787/FUL-da,MC17/2787Q/4971/1-mcil,,2020-06-19,2020-01-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,230.4,community-infrastructure-levy,P2017/2787/FUL-da,MC17/2787Q/4971/1-admin,,2020-06-19,2020-01-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,10191.33,mayoral-community-infrastructure-levy,P2016/2350/FUL-da,MC16/350A/4026/1-mcil,,2020-06-19,2019-08-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,424.63,community-infrastructure-levy,P2016/2350/FUL-da,MC16/350A/4026/1-admin,,2020-06-19,2019-08-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,19403.2,mayoral-community-infrastructure-levy,P2017/2961/FUL (2)-da,MC17/2961A/0764/1-mcil,,2020-06-19,2020-01-29,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,808.46,community-infrastructure-levy,P2017/2961/FUL (2)-da,MC17/2961A/0764/1-admin,,2020-06-19,2020-01-29,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,4581.32,mayoral-community-infrastructure-levy,P2016/0455/FUL-da,MC16/0455Q/8753/1-mcil,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,190.88,community-infrastructure-levy,P2016/0455/FUL-da,MC16/0455Q/8753/1-admin,,2020-06-19,2020-01-29,0,
